system_id,catalog_name,planet_idx,spectral_type,stellar_mass,mass_earth,radius_earth,sma_au,ecc,inc_deg,eq_temp_k,class,type
791,ZE-8676,4,K5,0.6354,0.0002,0.1116,18.4966,0.0813,15.72,50,Rocky,Dwarf Planet
791,ZE-8676,5,K5,0.6354,0.0001,0.0951,18.8955,0.1075,8.41,49,Rocky,Dwarf Planet
791,ZE-8676,6,K5,0.6354,25.0581,3.4423,20.5078,0.1401,2.28,47,Volatile,Ice Giant
791,ZE-8676,7,K5,0.6354,0.0096,0.3202,22.7613,0.0758,27.51,45,Rocky,Dwarf Planet
791,ZE-8676,8,K5,0.6354,0.0000,0.0483,24.7467,0.1324,17.86,43,Rocky,KBO
791,ZE-8676,9,K5,0.6354,0.0000,0.0527,29.2482,0.1562,5.57,40,Rocky,KBO
791,ZE-8676,10,K5,0.6354,0.0002,0.1174,29.4747,0.2454,27.60,39,Rocky,Dwarf Planet
791,ZE-8676,11,K5,0.6354,0.0000,0.0507,40.1203,0.1629,23.03,34,Rocky,KBO
791,ZE-8676,12,K5,0.6354,0.0000,0.0530,46.7324,0.1269,12.96,31,Rocky,KBO
791,ZE-8676,13,K5,0.6354,0.0000,0.0694,57.9786,0.2066,0.34,28,Rocky,KBO
791,ZE-8676,14,K5,0.6354,0.0001,0.0945,58.1971,0.1648,17.49,28,Rocky,Dwarf Planet
792,GM-3708,0,K6,0.5877,43.9144,4.1895,0.5587,0.1578,1.03,274,Volatile,Warm Neptune
792,GM-3708,1,K6,0.5877,0.0003,0.1204,15.1167,0.1882,25.14,53,Rocky,Dwarf Planet
792,GM-3708,2,K6,0.5877,0.0001,0.0895,16.0571,0.1263,17.98,51,Rocky,Dwarf Planet
792,GM-3708,3,K6,0.5877,0.0088,0.3280,16.6840,0.2200,18.93,50,Rocky,Dwarf Planet
792,GM-3708,4,K6,0.5877,0.0000,0.0590,20.9868,0.2425,24.28,45,Rocky,KBO
792,GM-3708,5,K6,0.5877,0.0000,0.0717,21.2121,0.1284,21.58,44,Rocky,KBO
792,GM-3708,6,K6,0.5877,0.0001,0.1118,23.0220,0.1024,0.01,43,Rocky,Dwarf Planet
792,GM-3708,7,K6,0.5877,0.0000,0.0719,23.5818,0.0622,27.42,42,Rocky,KBO
792,GM-3708,8,K6,0.5877,0.0000,0.0522,25.4590,0.0709,10.49,41,Rocky,KBO
792,GM-3708,9,K6,0.5877,0.0002,0.1126,26.4590,0.1253,17.67,40,Rocky,Dwarf Planet
792,GM-3708,10,K6,0.5877,0.0000,0.0577,34.8339,0.2143,6.33,35,Rocky,KBO
792,GM-3708,11,K6,0.5877,0.0000,0.0705,40.4275,0.1976,13.12,32,Rocky,KBO
792,GM-3708,12,K6,0.5877,0.0001,0.0828,56.9907,0.0962,13.88,27,Rocky,KBO
793,RE-9279,0,K3,0.7520,27.8594,3.4099,12.5040,0.2212,2.27,67,Volatile,Ice Giant
793,RE-9279,1,K3,0.7520,0.0000,0.0704,25.6645,0.2018,27.49,47,Rocky,KBO
793,RE-9279,2,K3,0.7520,0.0000,0.0690,36.7617,0.2357,1.48,39,Rocky,KBO
793,RE-9279,3,K3,0.7520,0.0007,0.1615,42.3552,0.2010,28.00,36,Rocky,Dwarf Planet
793,RE-9279,4,K3,0.7520,0.0000,0.0622,47.9170,0.2971,10.10,34,Rocky,KBO
793,RE-9279,5,K3,0.7520,0.0002,0.1096,48.5816,0.1190,26.14,34,Rocky,Dwarf Planet
793,RE-9279,6,K3,0.7520,0.0000,0.0544,62.9950,0.1765,7.69,30,Rocky,KBO
793,RE-9279,7,K3,0.7520,0.0000,0.0532,63.6398,0.1810,1.46,30,Rocky,KBO
793,RE-9279,8,K3,0.7520,0.0000,0.0553,70.5849,0.2208,2.25,28,Rocky,KBO
794,YI-4500,0,K6,0.5893,3.0397,1.8617,0.2185,0.1344,1.22,439,Transitional,Mini-Neptune
794,YI-4500,1,K6,0.5893,0.0878,0.5396,0.3448,0.0716,0.84,349,Rocky,Sub-Earth
794,YI-4500,2,K6,0.5893,0.2488,0.6968,0.5127,0.1060,3.25,286,Rocky,Sub-Earth
794,YI-4500,3,K6,0.5893,0.4565,0.8276,0.8591,0.0741,0.99,221,Rocky,Sub-Earth
794,YI-4500,4,K6,0.5893,259.4477,14.9430,3.0516,0.4687,1.89,117,Giant,Gas Giant
794,YI-4500,5,K6,0.5893,372.4500,16.3854,7.6553,0.2762,1.65,74,Giant,Gas Giant
794,YI-4500,6,K6,0.5893,0.0001,0.1007,15.4471,0.2273,1.99,52,Rocky,KBO
794,YI-4500,7,K6,0.5893,0.0000,0.0797,23.0553,0.1042,9.17,43,Rocky,KBO
794,YI-4500,8,K6,0.5893,0.0000,0.0501,23.6332,0.2147,0.79,42,Rocky,KBO
794,YI-4500,9,K6,0.5893,0.0001,0.1025,28.8080,0.2095,10.64,38,Rocky,Dwarf Planet
794,YI-4500,10,K6,0.5893,0.0001,0.0983,29.1109,0.2793,10.29,38,Rocky,Dwarf Planet
794,YI-4500,11,K6,0.5893,0.0001,0.0927,34.7476,0.1482,5.71,35,Rocky,Dwarf Planet
794,YI-4500,12,K6,0.5893,0.0001,0.0865,36.6424,0.1834,12.30,34,Rocky,KBO
794,YI-4500,13,K6,0.5893,0.0000,0.0567,38.0493,0.0992,9.16,33,Rocky,KBO
794,YI-4500,14,K6,0.5893,0.0001,0.0916,54.8466,0.1545,24.52,28,Rocky,KBO
795,YQ-8344,0,M5,0.1584,0.0149,0.3363,0.0024,0.0096,2.18,1947,Rocky,Sub-Earth
795,YQ-8344,1,M5,0.1584,0.0471,0.4390,0.0049,0.0076,2.86,1377,Rocky,Sub-Earth
795,YQ-8344,2,M5,0.1584,1.1024,1.0292,0.0113,0.0059,2.25,905,Rocky,Desert
795,YQ-8344,3,M5,0.1584,0.0779,0.5237,0.0296,0.0106,0.83,560,Rocky,Sub-Earth
795,YQ-8344,4,M5,0.1584,3.1602,1.6030,0.0602,0.0498,1.89,393,Transitional,Mini-Neptune
795,YQ-8344,5,M5,0.1584,0.0234,0.3414,0.1777,0.0953,1.29,229,Rocky,Sub-Earth
796,YS-8778,0,M3,0.2410,6.5326,2.2564,0.3440,0.1256,1.51,209,Volatile,Warm Neptune
797,AI-4231,0,G3,0.8493,210.7917,12.7658,0.0841,0.0287,2.34,814,Giant,Gas Giant
798,LZ-9541,0,M4,0.1977,0.2577,0.6814,0.0030,0.0073,3.47,1996,Rocky,Sub-Earth
798,LZ-9541,1,M4,0.1977,0.0638,0.4396,0.0065,0.0095,3.33,1354,Rocky,Sub-Earth
798,LZ-9541,2,M4,0.1977,3.6176,2.1044,0.0144,0.0202,1.35,912,Transitional,Super-Terran
798,LZ-9541,3,M4,0.1977,0.4254,0.7549,0.0496,0.0081,2.65,491,Rocky,Sub-Earth
798,LZ-9541,4,M4,0.1977,0.0891,0.5554,0.1092,0.0562,2.21,331,Rocky,Sub-Earth
798,LZ-9541,5,M4,0.1977,1.9976,1.1477,0.2089,0.0738,1.58,239,Rocky,Terran
799,SJ-8172,0,M5,0.1612,0.3126,0.7050,0.0592,0.0599,1.96,400,Rocky,Sub-Earth
799,SJ-8172,1,M5,0.1612,0.8147,0.8911,0.1987,0.1026,2.36,218,Rocky,Terran
800,HD-9576,0,M5,0.1873,1.1938,1.0154,0.0030,0.0062,1.86,1951,Rocky,Lava World
800,HD-9576,1,M5,0.1873,0.0212,0.3446,0.0063,0.0084,1.19,1340,Rocky,Sub-Earth
800,HD-9576,2,M5,0.1873,0.0926,0.5269,0.0128,0.0092,3.82,938,Rocky,Sub-Earth
800,HD-9576,3,M5,0.1873,0.6582,0.8927,0.0382,0.0088,2.90,543,Rocky,Desert
800,HD-9576,4,M5,0.1873,0.2012,0.6324,0.0849,0.0624,1.93,364,Rocky,Sub-Earth
800,HD-9576,5,M5,0.1873,1.9982,1.1770,0.1996,0.0927,1.71,238,Rocky,Terran
801,JU-9862,0,M8,0.0908,0.1991,0.5158,0.0012,0.0096,1.60,1982,Rocky,Sub-Earth
801,JU-9862,1,M8,0.0908,0.0485,0.4263,0.0020,0.0117,0.82,1565,Rocky,Sub-Earth
801,JU-9862,2,M8,0.0908,0.1028,0.5101,0.0060,0.0072,0.71,902,Rocky,Sub-Earth
801,JU-9862,3,M8,0.0908,0.0281,0.3631,0.0136,0.0094,1.82,601,Rocky,Sub-Earth
801,JU-9862,4,M8,0.0908,0.3169,0.7652,0.0355,0.0081,1.84,371,Rocky,Sub-Earth
801,JU-9862,5,M8,0.0908,0.0704,0.5203,0.0906,0.0968,2.98,233,Rocky,Sub-Earth
801,JU-9862,6,M8,0.0908,0.0000,0.0539,2.3957,0.1657,1.86,45,Rocky,Frozen
801,JU-9862,7,M8,0.0908,0.0001,0.0984,2.8625,0.1068,16.06,41,Rocky,Frozen
801,JU-9862,8,M8,0.0908,0.0003,0.1153,3.1028,0.2184,14.65,40,Rocky,Dwarf Planet
801,JU-9862,9,M8,0.0908,0.0000,0.0662,3.2430,0.0671,0.70,39,Rocky,KBO
801,JU-9862,10,M8,0.0908,0.0000,0.0756,3.6433,0.1567,9.33,37,Rocky,KBO
801,JU-9862,11,M8,0.0908,0.0000,0.0520,3.6958,0.2861,15.56,36,Rocky,KBO
801,JU-9862,12,M8,0.0908,0.0001,0.1045,4.5762,0.1821,26.94,33,Rocky,Dwarf Planet
801,JU-9862,13,M8,0.0908,0.0000,0.0522,5.0589,0.2707,24.13,31,Rocky,KBO
802,LW-2053,0,M6,0.1361,0.7205,0.9007,0.0013,0.0088,3.70,2471,Rocky,Lava World
802,LW-2053,1,M6,0.1361,0.0190,0.3382,0.0032,0.0119,1.00,1565,Rocky,Sub-Earth
802,LW-2053,2,M6,0.1361,1.6169,1.1582,0.0100,0.0083,1.64,885,Rocky,Desert
802,LW-2053,3,M6,0.1361,3.8127,1.6658,0.0241,0.0142,2.73,569,Transitional,Mini-Neptune
802,LW-2053,4,M6,0.1361,1.3099,1.1206,0.0726,0.0468,2.08,328,Rocky,Eyeball
802,LW-2053,5,M6,0.1361,0.1661,0.6096,0.1739,0.0759,1.57,212,Rocky,Sub-Earth
803,EC-9646,0,M8,0.0942,7.9030,2.1266,0.1466,0.2480,3.36,187,Volatile,Warm Neptune
803,EC-9646,1,M8,0.0942,43.8315,3.6457,0.1753,0.2608,1.53,171,Volatile,Warm Neptune
804,VH-4767,0,M7,0.1184,2.6106,1.7830,0.0326,0.0098,1.25,452,Transitional,Mini-Neptune
804,VH-4767,1,M7,0.1184,0.9373,0.9279,0.0562,0.0530,1.86,344,Rocky,Eyeball
804,VH-4767,2,M7,0.1184,0.8695,1.0371,0.0914,0.0616,1.92,270,Rocky,Terran
804,VH-4767,3,M7,0.1184,1.3887,1.1505,0.1651,0.0948,2.59,201,Rocky,Terran
805,TZ-8547,0,M1,0.3476,6.3401,2.2567,0.1466,0.1751,1.86,395,Volatile,Warm Neptune
806,EY-4751,0,M7,0.1042,0.1664,0.4914,0.0012,0.0084,1.83,2159,Rocky,Sub-Earth
806,EY-4751,1,M7,0.1042,0.8456,0.9085,0.0030,0.0080,2.41,1379,Rocky,Desert
806,EY-4751,2,M7,0.1042,0.0308,0.3849,0.0113,0.0102,0.86,713,Rocky,Sub-Earth
806,EY-4751,3,M7,0.1042,1.3367,1.0915,0.0488,0.0358,2.54,343,Rocky,Desert
806,EY-4751,4,M7,0.1042,0.0185,0.3686,0.1281,0.0745,1.71,212,Rocky,Sub-Earth
807,GO-8937,0,M1,0.3461,4.4848,1.7809,0.3408,0.1275,1.08,259,Transitional,Mini-Neptune
807,GO-8937,1,M1,0.3461,303.0562,10.3066,1.7222,0.2286,1.58,115,Giant,Gas Giant
807,GO-8937,2,M1,0.3461,12.1187,2.4508,7.7152,0.1544,3.07,54,Volatile,Ice Giant
807,GO-8937,3,M1,0.3461,0.0001,0.1024,8.4118,0.2712,12.65,52,Rocky,Dwarf Planet
807,GO-8937,4,M1,0.3461,0.0008,0.1637,9.6524,0.1376,23.57,49,Rocky,Dwarf Planet
807,GO-8937,5,M1,0.3461,0.0000,0.0496,11.9808,0.1301,20.21,44,Rocky,KBO
807,GO-8937,6,M1,0.3461,0.0000,0.0733,15.7818,0.1223,9.18,38,Rocky,KBO
807,GO-8937,7,M1,0.3461,0.0000,0.0654,16.8663,0.0600,22.04,37,Rocky,KBO
807,GO-8937,8,M1,0.3461,0.0004,0.1302,16.9963,0.2323,17.48,37,Rocky,Dwarf Planet
807,GO-8937,9,M1,0.3461,0.0000,0.0498,21.3084,0.1160,14.65,33,Rocky,KBO
807,GO-8937,10,M1,0.3461,0.0000,0.0543,28.2102,0.2932,18.26,28,Rocky,KBO
808,FT-4720,0,M4,0.2205,1.5149,1.1733,0.1436,0.0744,2.94,308,Rocky,Terran
808,FT-4720,1,M4,0.2205,0.0003,0.1313,5.0868,0.2954,13.66,52,Rocky,Dwarf Planet
808,FT-4720,2,M4,0.2205,0.0013,0.1822,7.0130,0.2679,2.46,44,Rocky,Dwarf Planet
808,FT-4720,3,M4,0.2205,0.0003,0.1174,7.0737,0.2807,5.28,44,Rocky,Dwarf Planet
808,FT-4720,4,M4,0.2205,0.0026,0.2303,8.8787,0.2891,6.23,39,Rocky,Dwarf Planet
808,FT-4720,5,M4,0.2205,0.0001,0.0827,8.9827,0.1973,18.82,39,Rocky,KBO
808,FT-4720,6,M4,0.2205,0.0004,0.1287,9.9785,0.1930,15.92,37,Rocky,Dwarf Planet
808,FT-4720,7,M4,0.2205,0.0000,0.0585,11.4870,0.1629,13.86,34,Rocky,KBO
808,FT-4720,8,M4,0.2205,0.0001,0.0970,11.5263,0.2850,25.07,34,Rocky,KBO
808,FT-4720,9,M4,0.2205,0.0000,0.0514,14.2054,0.1905,2.23,31,Rocky,KBO
808,FT-4720,10,M4,0.2205,0.0000,0.0731,15.0069,0.2450,0.12,30,Rocky,KBO
808,FT-4720,11,M4,0.2205,0.0000,0.0522,15.7099,0.1465,16.07,29,Rocky,KBO
808,FT-4720,12,M4,0.2205,0.0001,0.0811,18.6261,0.1281,14.07,27,Rocky,KBO
809,HL-5855,0,M3,0.2756,0.0655,0.5154,0.0769,0.0566,2.26,478,Rocky,Sub-Earth
809,HL-5855,1,M3,0.2756,0.0875,0.5286,0.1485,0.0781,0.83,344,Rocky,Sub-Earth
809,HL-5855,2,M3,0.2756,4.3986,1.8847,0.2092,0.1644,3.25,290,Transitional,Mini-Neptune
809,HL-5855,3,M3,0.2756,0.3834,0.7524,0.3747,0.0948,0.60,216,Rocky,Sub-Earth
810,OD-0707,0,M3,0.2794,0.2769,0.6962,0.0848,0.0454,0.35,458,Rocky,Sub-Earth
810,OD-0707,1,M3,0.2794,2.8994,1.6811,0.2089,0.1167,4.18,292,Transitional,Mini-Neptune
810,OD-0707,2,M3,0.2794,3.4099,1.8388,0.4110,0.1417,2.29,208,Transitional,Mini-Neptune
810,OD-0707,3,M3,0.2794,24.4509,3.4873,4.3137,0.2118,1.51,64,Volatile,Ice Giant
811,HI-8969,0,M8,0.0934,0.2102,0.6312,0.0013,0.0074,1.52,1951,Rocky,Sub-Earth
811,HI-8969,1,M8,0.0934,0.7950,0.8997,0.0039,0.0092,2.50,1135,Rocky,Desert
811,HI-8969,2,M8,0.0934,0.0150,0.3137,0.0094,0.0120,0.36,732,Rocky,Sub-Earth
811,HI-8969,3,M8,0.0934,3.3798,1.7096,0.0317,0.0169,0.25,399,Transitional,Mini-Neptune
811,HI-8969,4,M8,0.0934,0.6307,0.9530,0.0844,0.0380,0.47,245,Rocky,Terran
812,LB-5217,0,M5,0.1789,1.0144,0.8048,0.0614,0.0539,1.61,417,Rocky,Iron World
812,LB-5217,1,M5,0.1789,0.4446,0.7855,0.0979,0.0288,3.40,330,Rocky,Sub-Earth
812,LB-5217,2,M5,0.1789,2.0531,1.3868,0.2486,0.0978,2.59,207,Transitional,Mini-Neptune
813,MP-6776,0,M4,0.2091,0.5097,0.8390,0.0022,0.0096,1.22,2407,Rocky,Lava World
813,MP-6776,1,M4,0.2091,0.2177,0.6367,0.0043,0.0076,3.00,1730,Rocky,Sub-Earth
813,MP-6776,2,M4,0.2091,0.4036,0.8293,0.0099,0.0069,0.55,1136,Rocky,Sub-Earth
813,MP-6776,3,M4,0.2091,0.2116,0.7708,0.0210,0.0091,3.11,780,Rocky,Sub-Earth
813,MP-6776,4,M4,0.2091,1.4722,0.9520,0.0597,0.0315,2.10,463,Rocky,Iron World
813,MP-6776,5,M4,0.2091,0.0352,0.3997,0.1152,0.0980,1.29,333,Rocky,Sub-Earth
813,MP-6776,6,M4,0.2091,3.4300,1.7285,0.3487,0.1143,2.21,191,Transitional,Mini-Neptune
813,MP-6776,7,M4,0.2091,0.0000,0.0586,4.6473,0.1598,7.55,52,Rocky,KBO
813,MP-6776,8,M4,0.2091,0.0005,0.1457,5.7360,0.2581,21.61,47,Rocky,Dwarf Planet
813,MP-6776,9,M4,0.2091,0.0001,0.1039,6.1065,0.1371,5.91,46,Rocky,Dwarf Planet
813,MP-6776,10,M4,0.2091,0.0000,0.0549,6.9637,0.2963,7.82,43,Rocky,KBO
813,MP-6776,11,M4,0.2091,0.0001,0.0944,7.0022,0.1869,18.30,43,Rocky,Dwarf Planet
813,MP-6776,12,M4,0.2091,0.0000,0.0614,8.8977,0.0574,21.31,38,Rocky,KBO
813,MP-6776,13,M4,0.2091,0.0000,0.0537,13.0617,0.0958,14.37,31,Rocky,KBO
813,MP-6776,14,M4,0.2091,0.0005,0.1479,13.3402,0.1140,19.59,31,Rocky,Dwarf Planet
814,RE-4789,0,M6,0.1499,19.8379,3.6362,0.7809,0.2410,1.69,106,Volatile,Ice Giant
816,YB-7540,0,M2,0.2851,2.1078,1.5265,0.0040,0.0123,2.50,2139,Transitional,Super-Terran
816,YB-7540,1,M2,0.2851,0.0168,0.3335,0.0083,0.0054,2.06,1479,Rocky,Sub-Earth
816,YB-7540,2,M2,0.2851,0.2490,0.6844,0.0183,0.0107,1.58,998,Rocky,Sub-Earth
816,YB-7540,3,M2,0.2851,0.0143,0.3147,0.0314,0.0088,3.08,762,Rocky,Sub-Earth
816,YB-7540,4,M2,0.2851,2.4204,1.6498,0.0870,0.0637,0.74,458,Transitional,Mini-Neptune
816,YB-7540,5,M2,0.2851,3.5497,2.1081,0.1508,0.1259,3.62,348,Transitional,Mini-Neptune
816,YB-7540,6,M2,0.2851,0.0449,0.4042,0.4557,0.0742,1.91,200,Rocky,Sub-Earth
816,YB-7540,7,M2,0.2851,0.0001,0.0902,6.6429,0.1230,23.90,52,Rocky,KBO
816,YB-7540,8,M2,0.2851,0.0000,0.0543,7.0047,0.2729,9.82,51,Rocky,KBO
816,YB-7540,9,M2,0.2851,0.0000,0.0570,9.2264,0.1834,5.33,44,Rocky,KBO
816,YB-7540,10,M2,0.2851,0.0087,0.3298,9.6102,0.1749,1.93,44,Rocky,Dwarf Planet
816,YB-7540,11,M2,0.2851,0.0001,0.0910,11.2129,0.0720,14.77,40,Rocky,KBO
816,YB-7540,12,M2,0.2851,0.0001,0.0991,11.4653,0.1050,16.19,40,Rocky,Dwarf Planet
816,YB-7540,13,M2,0.2851,0.0000,0.0502,12.4819,0.1440,9.45,38,Rocky,KBO
816,YB-7540,14,M2,0.2851,0.0024,0.2334,12.8745,0.1914,12.27,38,Rocky,Dwarf Planet
816,YB-7540,15,M2,0.2851,0.0000,0.0566,15.5777,0.2212,16.03,34,Rocky,KBO
816,YB-7540,16,M2,0.2851,0.0004,0.1264,19.7460,0.2393,17.52,30,Rocky,Dwarf Planet
817,PU-9605,0,A3,2.1034,708.3262,17.0055,10.0292,0.2799,0.53,205,Giant,Gas Giant
817,PU-9605,1,A3,2.1034,0.0001,0.0987,151.3881,0.1109,11.04,53,Rocky,Dwarf Planet
817,PU-9605,2,A3,2.1034,0.0000,0.0663,157.0274,0.2745,27.51,52,Rocky,KBO
817,PU-9605,3,A3,2.1034,0.0001,0.1032,169.3039,0.0950,15.91,50,Rocky,Dwarf Planet
817,PU-9605,4,A3,2.1034,0.0005,0.1339,185.7920,0.2568,24.18,48,Rocky,Dwarf Planet
817,PU-9605,5,A3,2.1034,0.0001,0.0847,237.1882,0.2165,8.61,42,Rocky,KBO
817,PU-9605,6,A3,2.1034,0.0001,0.0971,280.8510,0.1654,3.02,39,Rocky,Dwarf Planet
817,PU-9605,7,A3,2.1034,0.0000,0.0536,309.2494,0.2699,16.94,37,Rocky,KBO
817,PU-9605,8,A3,2.1034,0.0001,0.0954,392.5286,0.1062,7.63,33,Rocky,Dwarf Planet
817,PU-9605,9,A3,2.1034,0.0001,0.0968,394.5014,0.0800,13.91,33,Rocky,Dwarf Planet
817,PU-9605,10,A3,2.1034,0.0000,0.0819,417.6961,0.2061,17.27,32,Rocky,KBO
817,PU-9605,11,A3,2.1034,0.0000,0.0774,496.3831,0.1110,14.27,29,Rocky,KBO
818,RH-9996,0,K5,0.6695,1.1819,1.0358,0.2966,0.0700,2.62,405,Rocky,Desert
818,RH-9996,1,K5,0.6695,0.0008,0.1795,21.2742,0.0668,3.64,48,Rocky,Dwarf Planet
818,RH-9996,2,K5,0.6695,0.0000,0.0637,32.3819,0.0762,5.20,39,Rocky,KBO
818,RH-9996,3,K5,0.6695,0.0001,0.0761,34.5495,0.2629,21.05,38,Rocky,KBO
818,RH-9996,4,K5,0.6695,0.0000,0.0605,40.2140,0.1413,5.73,35,Rocky,KBO
818,RH-9996,5,K5,0.6695,0.0014,0.1791,41.8650,0.2881,22.24,34,Rocky,Dwarf Planet
818,RH-9996,6,K5,0.6695,0.0000,0.0476,68.0449,0.1118,26.42,27,Rocky,KBO
819,RR-6058,0,G1,1.1840,312.0544,13.1153,15.8433,0.4211,2.81,83,Giant,Gas Giant
819,RR-6058,1,G1,1.1840,0.0016,0.1853,39.6039,0.0723,5.11,52,Rocky,Dwarf Planet
819,RR-6058,2,G1,1.1840,0.0001,0.0904,39.7639,0.2698,10.16,52,Rocky,Dwarf Planet
819,RR-6058,3,G1,1.1840,0.0000,0.0573,51.0167,0.0992,15.43,46,Rocky,KBO
819,RR-6058,4,G1,1.1840,0.0025,0.2078,56.7453,0.2770,10.55,44,Rocky,Dwarf Planet
819,RR-6058,5,G1,1.1840,0.0000,0.0698,64.3073,0.1362,15.50,41,Rocky,KBO
819,RR-6058,6,G1,1.1840,0.0002,0.1111,74.8793,0.0809,22.29,38,Rocky,Dwarf Planet
819,RR-6058,7,G1,1.1840,0.0001,0.0837,100.2077,0.1330,16.10,33,Rocky,KBO
819,RR-6058,8,G1,1.1840,0.0000,0.0693,111.1477,0.1517,4.84,31,Rocky,KBO
819,RR-6058,9,G1,1.1840,0.0000,0.0671,124.2177,0.2159,25.50,30,Rocky,KBO
819,RR-6058,10,G1,1.1840,0.0000,0.0583,140.1140,0.1144,21.20,28,Rocky,KBO
820,KZ-1236,0,M1,0.3670,0.2693,0.6581,0.0042,0.0068,1.10,2423,Rocky,Sub-Earth
820,KZ-1236,1,M1,0.3670,0.5272,0.8643,0.0130,0.0091,1.81,1371,Rocky,Desert
820,KZ-1236,2,M1,0.3670,1.7465,1.2465,0.0374,0.0085,0.32,808,Rocky,Desert
820,KZ-1236,3,M1,0.3670,1.0018,0.9421,0.0753,0.0390,0.25,569,Rocky,Desert
820,KZ-1236,4,M1,0.3670,0.0611,0.4737,0.1656,0.1081,1.78,384,Rocky,Sub-Earth
820,KZ-1236,5,M1,0.3670,0.6503,0.9231,0.4725,0.0789,2.50,227,Rocky,Terran
820,KZ-1236,6,M1,0.3670,571.6717,14.5192,2.3092,0.2570,0.58,103,Giant,Gas Giant
821,OO-9978,0,M7,0.1098,6.9039,2.6701,0.6025,0.2406,2.82,101,Volatile,Ice Giant
822,YU-4491,0,M6,0.1285,0.0699,0.5188,0.0836,0.0315,2.31,296,Rocky,Sub-Earth
823,AF-5569,0,K9,0.4474,0.6940,0.9228,0.1132,0.0459,0.33,520,Rocky,Desert
823,AF-5569,1,K9,0.4474,0.0000,0.0574,20.5179,0.0660,27.67,39,Rocky,KBO
823,AF-5569,2,K9,0.4474,0.0000,0.0562,21.7349,0.1632,1.56,38,Rocky,KBO
823,AF-5569,3,K9,0.4474,0.0000,0.0591,25.0999,0.2673,26.45,35,Rocky,KBO
823,AF-5569,4,K9,0.4474,0.0001,0.1038,27.9513,0.2885,25.07,33,Rocky,Dwarf Planet
823,AF-5569,5,K9,0.4474,0.0000,0.0590,31.8188,0.0917,9.28,31,Rocky,KBO
823,AF-5569,6,K9,0.4474,0.0002,0.1301,39.1184,0.1851,25.66,28,Rocky,Dwarf Planet
823,AF-5569,7,K9,0.4474,0.0002,0.1121,39.2400,0.2152,15.77,28,Rocky,Dwarf Planet
823,AF-5569,8,K9,0.4474,0.0000,0.0596,40.5926,0.1876,26.55,27,Rocky,KBO
824,MR-5416,0,M3,0.2678,0.8461,0.9162,0.0862,0.0362,0.56,444,Rocky,Desert
824,MR-5416,1,M3,0.2678,0.2300,0.6929,0.1826,0.0638,1.01,305,Rocky,Sub-Earth
824,MR-5416,2,M3,0.2678,0.5169,0.8612,0.3140,0.1026,1.98,233,Rocky,Terran
824,MR-5416,3,M3,0.2678,0.0000,0.0478,5.9697,0.2416,12.49,53,Rocky,KBO
824,MR-5416,4,M3,0.2678,0.0001,0.1070,6.4784,0.0612,18.85,51,Rocky,Dwarf Planet
824,MR-5416,5,M3,0.2678,0.0025,0.2230,6.6168,0.2678,11.21,51,Rocky,Dwarf Planet
824,MR-5416,6,M3,0.2678,0.0070,0.2946,6.7190,0.1618,26.86,50,Rocky,Dwarf Planet
824,MR-5416,7,M3,0.2678,0.0001,0.0865,7.7365,0.0798,10.45,47,Rocky,KBO
824,MR-5416,8,M3,0.2678,0.0004,0.1409,11.1207,0.1552,27.93,39,Rocky,Dwarf Planet
824,MR-5416,9,M3,0.2678,0.0000,0.0713,11.4822,0.2050,5.10,38,Rocky,KBO
824,MR-5416,10,M3,0.2678,0.0001,0.0833,16.6145,0.0665,1.86,32,Rocky,KBO
824,MR-5416,11,M3,0.2678,0.0003,0.1194,20.9961,0.0828,14.21,28,Rocky,Dwarf Planet
825,OC-2452,0,K4,0.7342,0.5200,0.8763,0.4172,0.0973,2.81,360,Rocky,Desert
825,OC-2452,1,K4,0.7342,3.4420,1.7199,0.9101,0.1363,1.46,244,Transitional,Mini-Neptune
825,OC-2452,2,K4,0.7342,17.8723,3.1245,17.4217,0.1256,2.09,56,Volatile,Ice Giant
825,OC-2452,3,K4,0.7342,0.0000,0.0752,19.7508,0.2674,25.55,52,Rocky,KBO
825,OC-2452,4,K4,0.7342,0.0001,0.0943,20.4886,0.1751,18.96,51,Rocky,Dwarf Planet
825,OC-2452,5,K4,0.7342,0.0001,0.0907,21.0437,0.1815,28.42,51,Rocky,KBO
825,OC-2452,6,K4,0.7342,0.0001,0.0992,21.4613,0.2570,21.61,50,Rocky,Dwarf Planet
825,OC-2452,7,K4,0.7342,0.0001,0.0868,27.6486,0.2874,20.34,44,Rocky,KBO
825,OC-2452,8,K4,0.7342,0.0001,0.1015,30.3478,0.0813,23.36,42,Rocky,Dwarf Planet
825,OC-2452,9,K4,0.7342,0.0001,0.0842,34.8534,0.2886,4.55,39,Rocky,KBO
825,OC-2452,10,K4,0.7342,0.0011,0.1861,74.3628,0.2403,20.61,27,Rocky,Dwarf Planet
826,EK-0006,0,M6,0.1417,0.8454,0.9234,0.0024,0.0103,1.82,1855,Rocky,Lava World
826,EK-0006,1,M6,0.1417,4.3106,2.0956,0.0052,0.0112,1.18,1254,Transitional,Super-Terran
826,EK-0006,2,M6,0.1417,0.4599,0.7605,0.0228,0.0087,1.82,599,Rocky,Sub-Earth
826,EK-0006,3,M6,0.1417,0.2770,0.6979,0.0389,0.0090,1.67,458,Rocky,Sub-Earth
